DT,prcp,dwpt,pres,temp,rhum,wdir,wspd
2022-12-07 09:00:00,0.0,19.4,1017.4,21.1,90.0,140.0,7.6
2022-12-07 10:00:00,0.0,19.9,1017.5,21.1,93.0,130.0,11.2
2022-12-07 11:00:00,0.0,19.9,1018.2,21.1,93.0,150.0,11.2
2022-12-07 12:00:00,0.0,19.9,1019.0,21.1,93.0,140.0,9.4
2022-12-07 13:00:00,0.0,19.9,1019.7,21.1,93.0,150.0,11.2
2022-12-07 14:00:00,0.0,19.9,1019.7,21.1,93.0,150.0,11.2
2022-12-07 15:00:00,0.0,20.0,1020.2,21.7,90.0,160.0,13.0
2022-12-07 16:00:00,0.0,19.5,1020.6,25.6,69.0,200.0,14.8
2022-12-07 17:00:00,0.0,18.8,1019.9,26.7,62.0,200.0,16.6
2022-12-07 18:00:00,0.0,19.0,1018.9,27.2,61.0,160.0,18.4
2022-12-07 19:00:00,0.0,18.3,1018.1,26.7,60.0,170.0,20.5
2022-12-07 20:00:00,0.0,18.3,1018.1,26.7,60.0,170.0,20.5
2022-12-07 21:00:00,0.0,17.8,1017.7,26.7,58.0,170.0,18.4
2022-12-07 22:00:00,0.0,17.8,1017.7,26.7,58.0,170.0,18.4
2022-12-07 23:00:00,0.0,17.2,1017.7,26.1,58.0,180.0,14.8
2022-12-08 00:00:00,0.0,18.4,1018.7,23.3,74.0,140.0,7.6
2022-12-08 01:00:00,0.0,18.4,1018.7,23.3,74.0,140.0,7.6
2022-12-08 02:00:00,0.0,19.5,1019.3,23.3,79.0,140.0,18.4
2022-12-08 03:00:00,0.0,20.0,1019.9,22.8,84.0,140.0,18.4
2022-12-08 04:00:00,0.0,20.5,1020.1,22.8,87.0,150.0,16.6
2022-12-08 05:00:00,0.0,21.1,1020.0,22.8,90.0,160.0,16.6
2022-12-08 06:00:00,0.0,21.2,1019.8,22.2,94.0,160.0,18.4
2022-12-08 07:00:00,0.0,20.7,1019.6,21.7,94.0,170.0,11.2
2022-12-08 08:00:00,0.0,20.7,1019.7,21.7,94.0,170.0,5.4
2022-12-08 09:00:00,0.0,20.7,1019.4,21.7,94.0,160.0,14.8
2022-12-08 10:00:00,0.0,20.7,1019.3,21.7,94.0,170.0,11.2
2022-12-08 11:00:00,0.0,20.7,1019.3,21.7,94.0,170.0,11.2
2022-12-08 12:00:00,0.0,20.7,1020.0,21.7,94.0,200.0,9.4
2022-12-08 13:00:00,0.0,20.7,1020.0,21.7,94.0,200.0,9.4
2022-12-08 14:00:00,0.0,20.7,1020.4,21.7,94.0,160.0,9.4
2022-12-08 15:00:00,0.0,21.1,1020.9,22.8,90.0,160.0,7.6
2022-12-08 16:00:00,0.0,20.6,1022.0,23.3,85.0,180.0,13.0
2022-12-08 17:00:00,0.0,20.1,1020.9,24.4,77.0,200.0,18.4
2022-12-08 18:00:00,0.0,19.0,1018.9,25.6,67.0,210.0,16.6
2022-12-08 19:00:00,0.0,17.7,1017.9,26.1,60.0,190.0,16.6
2022-12-08 20:00:00,0.0,17.7,1017.9,26.1,60.0,190.0,16.6
2022-12-08 21:00:00,0.0,18.2,1017.3,27.2,58.0,190.0,14.8
2022-12-08 22:00:00,0.0,17.1,1017.2,27.2,54.0,160.0,14.8
2022-12-08 23:00:00,0.0,17.2,1017.5,23.9,66.0,140.0,7.6
2022-12-09 00:00:00,0.0,17.2,1017.5,23.9,66.0,140.0,7.6
2022-12-09 01:00:00,0.0,17.7,1017.9,22.8,73.0,130.0,9.4
2022-12-09 02:00:00,0.0,17.9,1018.3,21.7,79.0,130.0,13.0
2022-12-09 03:00:00,0.0,19.4,1019.0,21.7,87.0,140.0,14.8
2022-12-09 04:00:00,0.0,19.4,1019.0,21.7,87.0,140.0,14.8
2022-12-09 05:00:00,0.0,20.0,1019.1,21.7,90.0,160.0,16.6
2022-12-09 06:00:00,0.0,19.4,1018.8,21.7,87.0,160.0,11.2
2022-12-09 07:00:00,0.0,19.4,1018.7,21.7,87.0,160.0,11.2
2022-12-09 08:00:00,0.0,19.4,1018.7,21.7,87.0,160.0,11.2
2022-12-09 09:00:00,0.0,18.8,1018.4,20.0,93.0,170.0,7.6
2022-12-09 10:00:00,0.0,18.8,1018.1,20.0,93.0,130.0,5.4
2022-12-09 11:00:00,0.0,19.3,1018.0,20.0,96.0,90.0,5.4
2022-12-09 12:00:00,0.0,19.3,1018.0,20.0,96.0,90.0,5.4
2022-12-09 13:00:00,0.0,19.3,1018.2,20.0,96.0,100.0,5.4
2022-12-09 14:00:00,0.0,20.0,1019.0,20.0,100.0,110.0,5.4
2022-12-09 15:00:00,0.0,19.4,1019.8,21.7,87.0,140.0,13.0
2022-12-09 16:00:00,0.0,19.5,1019.3,23.3,79.0,140.0,5.4
2022-12-09 17:00:00,0.0,19.5,1019.3,23.3,79.0,140.0,5.4
2022-12-09 18:00:00,0.0,18.2,1016.9,25.0,66.0,150.0,13.0
2022-12-09 19:00:00,0.0,18.2,1016.9,25.0,66.0,150.0,13.0
2022-12-09 20:00:00,0.0,17.9,1015.1,27.2,57.0,170.0,13.0
2022-12-09 21:00:00,0.0,16.6,1014.6,26.7,54.0,130.0,16.6
2022-12-09 22:00:00,0.0,16.6,1014.6,26.7,54.0,130.0,16.6
2022-12-09 23:00:00,0.0,17.2,1014.6,24.4,64.0,150.0,14.8
2022-12-10 00:00:00,0.0,17.2,1014.6,24.4,64.0,150.0,14.8
2022-12-10 01:00:00,0.0,18.4,1015.8,22.2,79.0,140.0,18.4
2022-12-10 02:00:00,0.0,18.3,1016.1,21.7,81.0,140.0,14.8
2022-12-10 03:00:00,0.0,18.3,1016.1,21.7,81.0,140.0,14.8
2022-12-10 04:00:00,0.0,19.4,1016.5,20.6,93.0,140.0,14.8
2022-12-10 05:00:00,0.0,19.4,1016.5,20.6,93.0,140.0,14.8
2022-12-10 06:00:00,0.0,19.4,1016.2,21.1,90.0,180.0,18.4
2022-12-10 07:00:00,0.0,19.4,1016.2,21.1,90.0,180.0,18.4
2022-12-10 08:00:00,0.0,19.4,1015.6,20.6,93.0,170.0,11.2
2022-12-10 09:00:00,0.0,19.4,1015.6,20.6,93.0,170.0,11.2
2022-12-10 10:00:00,0.0,19.4,1015.4,21.1,90.0,170.0,16.6
2022-12-10 11:00:00,0.0,19.4,1015.4,21.1,90.0,150.0,9.4
2022-12-10 12:00:00,0.0,19.4,1016.0,20.6,93.0,160.0,9.4
2022-12-10 13:00:00,0.0,19.4,1016.5,21.1,90.0,170.0,9.4
2022-12-10 14:00:00,0.0,19.4,1016.5,21.1,90.0,170.0,9.4
2022-12-10 15:00:00,0.0,19.4,1016.9,22.8,81.0,140.0,18.4
2022-12-10 16:00:00,0.0,18.8,1016.7,23.3,76.0,170.0,16.6
2022-12-10 17:00:00,0.0,18.2,1015.8,25.0,66.0,160.0,16.6
2022-12-10 18:00:00,0.0,18.2,1015.8,25.0,66.0,160.0,16.6
2022-12-10 19:00:00,0.0,17.8,1015.2,25.6,62.0,140.0,11.2
2022-12-10 20:00:00,0.0,17.2,1014.3,26.1,58.0,170.0,16.6
2022-12-10 21:00:00,0.0,17.3,1013.5,25.6,60.0,170.0,9.4
2022-12-10 22:00:00,0.0,17.3,1013.5,25.6,60.0,170.0,9.4
2022-12-10 23:00:00,0.0,17.8,1013.4,25.6,62.0,150.0,11.2
2022-12-11 00:00:00,0.0,17.2,1013.7,24.4,64.0,0.0,0.0
2022-12-11 01:00:00,0.0,17.9,1014.4,21.7,79.0,0.0,0.0
2022-12-11 02:00:00,0.0,18.3,1015.0,22.8,76.0,0.0,0.0
2022-12-11 03:00:00,0.0,19.0,1015.3,22.8,79.0,120.0,11.2
2022-12-11 04:00:00,11.7,21.1,1015.4,21.1,100.0,80.0,5.4
2022-12-11 05:00:00,17.5,21.0,1015.3,21.7,96.0,320.0,5.4
2022-12-11 06:00:00,1.1,21.0,1015.3,21.7,96.0,320.0,5.4
2022-12-11 07:00:00,2.0,21.1,1014.8,21.1,100.0,0.0,0.0
2022-12-11 08:00:00,18.8,20.6,1014.5,21.1,97.0,320.0,11.2
2022-12-11 09:00:00,6.1,18.8,1015.3,20.0,93.0,50.0,22.3
2022-12-11 10:00:00,0.7,16.7,1015.9,18.9,87.0,40.0,14.8
2022-12-11 11:00:00,0.0,15.5,1016.5,18.3,84.0,40.0,14.8
2022-12-11 12:00:00,0.0,15.5,1016.5,18.3,84.0,40.0,14.8
2022-12-11 13:00:00,0.0,15.1,1017.4,17.8,84.0,40.0,11.2
2022-12-11 14:00:00,0.0,15.1,1017.4,17.8,84.0,40.0,11.2
2022-12-11 15:00:00,0.0,15.6,1018.6,20.0,76.0,60.0,20.5
2022-12-11 16:00:00,0.0,16.2,1018.0,21.7,71.0,30.0,20.5
2022-12-11 17:00:00,0.0,16.2,1017.3,21.7,71.0,60.0,22.3
2022-12-11 18:00:00,0.0,16.0,1016.7,22.2,68.0,70.0,20.5
2022-12-11 19:00:00,0.0,16.0,1016.7,22.2,68.0,70.0,20.5
2022-12-11 20:00:00,0.0,16.1,1015.0,22.8,66.0,70.0,20.5
2022-12-11 21:00:00,0.0,16.1,1015.0,22.8,66.0,70.0,20.5
2022-12-11 22:00:00,0.0,14.9,1015.3,20.6,70.0,70.0,20.5
2022-12-11 23:00:00,0.0,14.9,1015.3,20.6,70.0,70.0,20.5
2022-12-12 00:00:00,0.0,15.1,1015.3,19.4,76.0,80.0,14.8
2022-12-12 01:00:00,0.0,15.0,1015.7,18.3,81.0,80.0,14.8
2022-12-12 02:00:00,0.0,14.5,1016.6,17.2,84.0,70.0,9.4
2022-12-12 03:00:00,0.0,14.5,1016.9,17.2,84.0,40.0,14.8
2022-12-12 04:00:00,0.0,14.5,1016.9,17.2,84.0,40.0,14.8
2022-12-12 05:00:00,0.0,14.3,1016.7,16.7,86.0,80.0,16.6
2022-12-12 06:00:00,0.0,14.3,1016.7,16.7,86.0,80.0,16.6
2022-12-12 07:00:00,0.0,15.0,1015.7,16.1,93.0,60.0,13.0
2022-12-12 08:00:00,0.0,15.6,1015.1,16.1,97.0,50.0,13.0
2022-12-12 09:00:00,0.0,15.6,1015.1,16.1,97.0,50.0,13.0
2022-12-12 10:00:00,0.0,15.6,1014.6,16.1,97.0,70.0,13.0
2022-12-12 11:00:00,0.0,16.1,1013.9,16.1,100.0,60.0,7.6
2022-12-12 12:00:00,0.2,16.1,1013.9,16.1,100.0,60.0,7.6
2022-12-12 13:00:00,0.0,16.1,1014.1,16.1,100.0,80.0,7.6
2022-12-12 14:00:00,0.0,16.7,1013.9,16.7,100.0,90.0,9.4
2022-12-12 15:00:00,0.0,17.8,1014.0,17.8,100.0,110.0,7.6
2022-12-12 16:00:00,0.3,17.8,1014.0,17.8,100.0,110.0,7.6
2022-12-12 17:00:00,0.0,18.9,1013.4,18.9,100.0,130.0,16.6
2022-12-12 18:00:00,0.0,19.9,1011.0,20.6,96.0,140.0,13.0
2022-12-12 19:00:00,0.0,19.9,1011.0,20.6,96.0,140.0,13.0
2022-12-12 20:00:00,0.0,20.0,1008.3,23.9,79.0,160.0,14.8
2022-12-12 21:00:00,0.0,19.4,1009.0,25.0,71.0,180.0,16.6
2022-12-12 22:00:00,0.0,19.4,1008.0,25.0,71.0,180.0,16.6
2022-12-12 23:00:00,0.0,19.5,1006.6,24.4,74.0,150.0,22.3
2022-12-13 00:00:00,0.0,18.8,1006.2,23.3,76.0,140.0,20.5
2022-12-13 01:00:00,0.0,19.4,1007.6,22.2,84.0,150.0,20.5
2022-12-13 02:00:00,0.0,19.4,1008.1,22.2,84.0,150.0,16.6
2022-12-13 03:00:00,0.0,19.4,1008.1,22.2,84.0,150.0,16.6
2022-12-13 04:00:00,0.0,19.9,1007.7,22.2,87.0,150.0,20.5
2022-12-13 05:00:00,0.0,19.9,1007.4,22.2,87.0,140.0,18.4
2022-12-13 06:00:00,0.0,19.9,1005.9,22.2,87.0,150.0,13.0
2022-12-13 07:00:00,0.0,19.9,1005.9,22.2,87.0,150.0,13.0
2022-12-13 08:00:00,0.0,19.4,1004.9,22.2,84.0,150.0,22.3
2022-12-13 09:00:00,0.0,19.4,1004.6,22.2,84.0,150.0,14.8
2022-12-13 10:00:00,0.0,19.4,1004.6,22.2,84.0,150.0,14.8
2022-12-13 11:00:00,0.0,19.4,1004.4,22.2,84.0,150.0,20.5
2022-12-13 12:00:00,0.0,19.4,1004.4,22.2,84.0,160.0,14.8
2022-12-13 13:00:00,0.0,19.4,1004.8,22.2,84.0,170.0,14.8
2022-12-13 14:00:00,0.0,19.9,1005.4,22.2,87.0,160.0,11.2
2022-12-13 15:00:00,0.0,19.9,1005.4,22.2,87.0,160.0,11.2
2022-12-13 16:00:00,0.0,20.0,1005.9,22.8,84.0,180.0,14.8
2022-12-13 17:00:00,0.0,20.0,1004.7,25.6,71.0,180.0,14.8
2022-12-13 18:00:00,0.0,19.0,1003.5,26.1,65.0,190.0,16.6
2022-12-13 19:00:00,0.0,19.0,1003.5,26.1,65.0,190.0,16.6
2022-12-13 20:00:00,0.0,17.8,1002.4,26.7,58.0,210.0,7.6
2022-12-13 21:00:00,0.0,16.6,1002.2,26.7,54.0,210.0,5.4
2022-12-13 22:00:00,0.0,16.6,1002.2,26.7,54.0,160.0,5.4
2022-12-13 23:00:00,0.0,11.0,1003.4,22.2,49.0,20.0,14.8
2022-12-14 00:00:00,0.0,11.0,1003.4,22.2,49.0,20.0,14.8
2022-12-14 01:00:00,0.0,7.2,1004.5,20.6,42.0,10.0,16.6
2022-12-14 02:00:00,0.0,6.8,1005.6,19.4,44.0,30.0,13.0
2022-12-14 03:00:00,0.0,6.8,1005.6,19.4,44.0,30.0,13.0
2022-12-14 04:00:00,0.0,6.7,1006.2,18.9,45.0,40.0,9.4
2022-12-14 05:00:00,0.0,6.7,1006.2,18.9,45.0,40.0,9.4
2022-12-14 06:00:00,0.0,6.8,1006.1,18.3,47.0,40.0,5.4
2022-12-14 07:00:00,0.0,6.2,1005.8,18.3,45.0,10.0,13.0
2022-12-14 08:00:00,0.0,5.5,1006.1,18.3,43.0,20.0,7.6
2022-12-14 09:00:00,0.0,5.5,1006.1,18.3,43.0,20.0,7.6
2022-12-14 10:00:00,0.0,2.1,1006.7,17.8,35.0,350.0,11.2
2022-12-14 11:00:00,0.0,0.4,1007.7,17.8,31.0,340.0,14.8
2022-12-14 12:00:00,0.0,-1.0,1008.5,17.2,29.0,350.0,18.4
2022-12-14 13:00:00,0.0,-0.6,1009.6,16.1,32.0,350.0,14.8
2022-12-14 14:00:00,0.0,-0.6,1009.6,16.1,32.0,350.0,14.8
2022-12-14 15:00:00,0.0,-1.5,1011.4,18.3,26.0,330.0,16.6
2022-12-14 16:00:00,0.0,-2.9,1011.2,19.4,22.0,310.0,25.9
2022-12-14 17:00:00,0.0,-1.9,1010.5,20.6,22.0,310.0,20.5
2022-12-14 18:00:00,0.0,-2.1,1009.3,21.1,21.0,310.0,20.5
2022-12-14 19:00:00,0.0,-2.1,1009.3,21.1,21.0,300.0,31.7
2022-12-14 20:00:00,0.0,-5.7,1008.3,21.1,16.0,310.0,24.1
2022-12-14 21:00:00,0.0,-5.7,1008.3,21.1,16.0,310.0,24.1
2022-12-14 22:00:00,0.0,-7.5,1009.0,21.1,14.0,290.0,22.3
2022-12-14 23:00:00,0.0,-7.4,1009.8,20.0,15.0,320.0,18.4
2022-12-15 00:00:00,0.0,-6.5,1010.7,18.3,18.0,320.0,9.4
2022-12-15 01:00:00,0.0,-5.5,1012.9,15.6,23.0,340.0,7.6
2022-12-15 02:00:00,0.0,-4.4,1013.5,14.4,27.0,350.0,7.6
2022-12-15 03:00:00,0.0,-3.9,1014.1,13.3,30.0,350.0,11.2
2022-12-15 04:00:00,0.0,-3.9,1014.1,13.3,30.0,350.0,11.2
2022-12-15 05:00:00,0.0,1.6,1014.9,7.8,65.0,0.0,0.0
2022-12-15 06:00:00,0.0,2.2,1014.9,6.7,73.0,0.0,0.0
2022-12-15 07:00:00,0.0,0.5,1014.4,7.8,60.0,10.0,9.4
2022-12-15 08:00:00,0.0,1.1,1015.3,5.0,76.0,0.0,0.0
2022-12-15 09:00:00,0.0,1.8,1016.2,4.4,83.0,0.0,0.0
2022-12-15 10:00:00,0.0,1.8,1016.2,4.4,83.0,0.0,0.0
2022-12-15 11:00:00,0.0,1.8,1017.4,4.4,83.0,350.0,5.4
2022-12-15 12:00:00,0.0,1.1,1017.9,4.4,79.0,0.0,0.0
2022-12-15 13:00:00,0.0,1.7,1018.2,5.6,76.0,360.0,7.6
2022-12-15 14:00:00,0.0,1.7,1018.2,5.6,76.0,360.0,7.6
2022-12-15 15:00:00,0.0,-0.5,1018.9,11.7,43.0,100.0,7.6
2022-12-15 16:00:00,0.0,-0.1,1018.4,14.4,37.0,110.0,9.4
2022-12-15 17:00:00,0.0,0.6,1017.8,15.6,36.0,210.0,5.4
2022-12-15 18:00:00,0.0,0.6,1017.8,15.6,36.0,210.0,5.4
2022-12-15 19:00:00,0.0,-0.1,1016.2,17.2,31.0,170.0,7.6
2022-12-15 20:00:00,0.0,-1.0,1014.3,18.9,26.0,170.0,11.2
2022-12-15 21:00:00,0.0,-1.0,1014.3,18.9,26.0,240.0,11.2
2022-12-15 22:00:00,0.0,-0.6,1013.9,19.4,26.0,240.0,5.4
2022-12-15 23:00:00,0.0,-0.6,1014.0,19.4,26.0,0.0,0.0
2022-12-16 00:00:00,0.0,1.8,1014.2,16.1,38.0,0.0,0.0
2022-12-16 01:00:00,0.0,3.3,1015.4,10.0,63.0,0.0,0.0
2022-12-16 02:00:00,0.0,4.0,1015.6,9.4,69.0,0.0,0.0
2022-12-16 03:00:00,0.0,3.9,1015.8,11.1,61.0,120.0,11.2
2022-12-16 04:00:00,0.0,3.9,1015.8,11.1,61.0,120.0,11.2
2022-12-16 05:00:00,0.0,4.5,1016.3,10.6,66.0,120.0,5.4
2022-12-16 06:00:00,0.0,5.1,1015.6,7.8,83.0,0.0,0.0
2022-12-16 07:00:00,0.0,5.7,1015.3,7.2,90.0,0.0,0.0
2022-12-16 08:00:00,0.0,5.7,1014.9,7.2,90.0,0.0,0.0
2022-12-16 09:00:00,0.0,5.7,1014.9,7.2,90.0,0.0,0.0
2022-12-16 10:00:00,0.0,6.8,1014.9,8.3,90.0,0.0,0.0
2022-12-16 11:00:00,0.0,7.2,1015.4,8.3,93.0,20.0,5.4
2022-12-16 12:00:00,0.0,7.8,1016.0,9.4,90.0,20.0,9.4
2022-12-16 13:00:00,0.0,7.8,1016.0,9.4,90.0,20.0,9.4
2022-12-16 14:00:00,0.0,8.9,1016.8,12.2,80.0,60.0,5.4
2022-12-16 15:00:00,0.0,10.0,1016.8,15.0,72.0,60.0,9.4
2022-12-16 16:00:00,0.0,10.0,1016.8,16.1,67.0,0.0,0.0
2022-12-16 17:00:00,0.0,11.1,1015.8,18.3,63.0,200.0,7.6
2022-12-16 18:00:00,0.0,11.1,1015.8,18.3,63.0,200.0,7.6
2022-12-16 19:00:00,0.0,12.8,1014.1,21.1,59.0,230.0,7.6
2022-12-16 20:00:00,0.0,11.2,1013.3,22.8,48.0,256.0,9.4
2022-12-16 21:00:00,0.0,11.2,1013.3,22.8,48.0,20.0,9.4
2022-12-16 22:00:00,0.0,8.4,1015.0,17.8,54.0,10.0,29.5
2022-12-16 23:00:00,0.0,6.6,1015.4,15.6,55.0,10.0,27.7
2022-12-17 00:00:00,0.0,3.4,1017.0,12.2,55.0,20.0,16.6
2022-12-17 01:00:00,0.0,2.2,1017.8,10.6,56.0,20.0,18.4
2022-12-17 02:00:00,0.0,1.1,1019.9,8.9,58.0,40.0,16.6
2022-12-17 03:00:00,0.0,1.1,1019.9,8.9,58.0,40.0,16.6
2022-12-17 04:00:00,0.0,-2.1,1020.8,8.3,48.0,30.0,14.8
2022-12-17 05:00:00,0.0,-3.3,1021.0,8.3,44.0,40.0,14.8
2022-12-17 06:00:00,0.0,-3.9,1020.6,8.3,42.0,30.0,16.6
2022-12-17 07:00:00,0.0,-4.0,1020.5,7.8,43.0,30.0,11.2
2022-12-17 08:00:00,0.0,-4.0,1020.5,7.8,43.0,30.0,11.2
2022-12-17 09:00:00,0.0,-4.0,1020.1,7.8,43.0,30.0,18.4
2022-12-17 10:00:00,0.0,-3.4,1020.0,7.8,45.0,20.0,16.6
2022-12-17 11:00:00,0.0,-4.3,1020.9,7.8,42.0,20.0,11.2
2022-12-17 12:00:00,0.0,-4.3,1021.7,7.8,42.0,30.0,5.4
2022-12-17 13:00:00,0.0,-4.3,1021.7,7.8,42.0,30.0,5.4
2022-12-17 14:00:00,0.0,-3.3,1024.4,8.9,42.0,240.0,5.4
2022-12-17 15:00:00,0.0,-3.2,1025.2,9.4,41.0,340.0,7.6
2022-12-17 16:00:00,0.0,-3.4,1024.6,11.1,36.0,30.0,9.4
2022-12-17 17:00:00,0.0,-3.4,1024.6,11.1,36.0,30.0,9.4
2022-12-17 18:00:00,0.0,-3.1,1022.7,12.8,33.0,40.0,5.4
2022-12-17 19:00:00,0.0,-3.1,1022.7,12.8,33.0,49.0,5.4
2022-12-17 20:00:00,0.0,-4.8,1020.9,13.9,27.0,60.0,5.4
2022-12-17 21:00:00,0.0,-3.9,1020.7,15.0,27.0,64.0,5.4
2022-12-17 22:00:00,0.0,-3.9,1020.7,15.0,27.0,160.0,5.4
2022-12-17 23:00:00,0.0,-3.5,1021.1,13.3,31.0,160.0,7.6
2022-12-18 00:00:00,0.0,-0.7,1022.2,8.9,51.0,0.0,0.0
2022-12-18 01:00:00,0.0,-0.7,1022.9,7.8,55.0,0.0,0.0
2022-12-18 02:00:00,0.0,-0.7,1022.9,7.8,55.0,0.0,0.0
2022-12-18 03:00:00,0.0,-0.1,1023.5,6.7,62.0,0.0,0.0
2022-12-18 04:00:00,0.0,0.6,1024.0,5.0,73.0,0.0,0.0
2022-12-18 05:00:00,0.0,0.7,1024.5,3.3,83.0,0.0,0.0
2022-12-18 06:00:00,0.0,-0.6,1023.7,5.0,67.0,0.0,0.0
2022-12-18 07:00:00,0.0,-0.6,1023.7,5.0,67.0,0.0,0.0
2022-12-18 08:00:00,0.0,-0.5,1023.8,3.3,76.0,10.0,7.6
2022-12-18 09:00:00,0.0,-0.5,1023.8,3.3,76.0,10.0,7.6
2022-12-18 10:00:00,0.0,-2.3,1023.8,3.9,64.0,30.0,5.4
2022-12-18 11:00:00,0.0,-2.3,1023.8,3.9,64.0,30.0,5.4
2022-12-18 12:00:00,0.0,-3.8,1023.8,5.0,53.0,50.0,5.4
2022-12-18 13:00:00,0.0,-4.3,1024.8,5.6,49.0,60.0,11.2
2022-12-18 14:00:00,0.0,-4.3,1024.8,5.6,49.0,60.0,11.2
2022-12-18 15:00:00,0.0,-4.0,1026.3,7.8,43.0,90.0,9.4
2022-12-18 16:00:00,0.0,-4.0,1026.0,8.9,40.0,120.0,9.4
2022-12-18 17:00:00,0.0,-4.0,1026.0,8.9,40.0,120.0,9.4
2022-12-18 18:00:00,0.0,-5.4,1023.6,11.1,31.0,100.0,9.4
2022-12-18 19:00:00,0.0,-6.2,1022.4,11.7,28.0,90.0,16.6
2022-12-18 20:00:00,0.0,-6.2,1022.4,11.7,28.0,90.0,16.6
2022-12-18 21:00:00,0.0,-6.8,1021.8,12.2,26.0,100.0,16.6
2022-12-18 22:00:00,0.0,-5.8,1021.4,12.2,28.0,90.0,13.0
2022-12-18 23:00:00,0.0,-5.8,1021.6,11.7,29.0,100.0,13.0
2022-12-19 00:00:00,0.0,-4.5,1021.9,11.7,32.0,90.0,11.2
2022-12-19 01:00:00,0.0,-4.5,1021.9,11.7,32.0,90.0,11.2
2022-12-19 02:00:00,0.0,-3.8,1022.2,11.1,35.0,100.0,13.0
2022-12-19 03:00:00,0.0,-1.0,1022.5,11.1,43.0,80.0,7.6
2022-12-19 04:00:00,0.0,-1.0,1022.5,11.1,43.0,80.0,7.6
2022-12-19 05:00:00,0.0,0.6,1021.6,10.6,50.0,50.0,11.2
2022-12-19 06:00:00,0.0,2.2,1020.6,10.6,56.0,50.0,13.0
2022-12-19 07:00:00,0.1,2.2,1020.6,10.6,56.0,50.0,13.0
2022-12-19 08:00:00,0.3,6.7,1020.1,7.8,93.0,30.0,13.0
2022-12-19 09:00:00,0.5,6.7,1020.1,7.8,93.0,30.0,13.0
2022-12-19 10:00:00,0.3,7.2,1019.4,7.8,96.0,40.0,14.8
2022-12-19 11:00:00,0.3,7.2,1019.4,7.8,96.0,40.0,14.8
2022-12-19 12:00:00,0.3,7.2,1019.1,7.8,96.0,40.0,14.8
2022-12-19 13:00:00,0.3,7.8,1019.8,7.8,100.0,360.0,14.8
2022-12-19 14:00:00,0.3,7.8,1019.8,7.8,100.0,360.0,14.8
2022-12-19 15:00:00,0.5,7.8,1020.0,8.9,93.0,10.0,11.2
2022-12-19 16:00:00,2.0,8.9,1021.2,9.4,97.0,20.0,13.0
2022-12-19 17:00:00,0.5,8.9,1020.8,9.4,97.0,30.0,11.2
2022-12-19 18:00:00,0.3,8.9,1019.0,10.0,93.0,20.0,18.4
2022-12-19 19:00:00,0.0,8.9,1019.0,10.0,93.0,20.0,18.4
2022-12-19 20:00:00,0.0,8.9,1018.2,10.6,89.0,40.0,13.0
2022-12-19 21:00:00,0.0,8.9,1018.1,10.6,89.0,40.0,11.2
2022-12-19 22:00:00,0.0,8.4,1018.8,10.6,86.0,30.0,18.4
2022-12-19 23:00:00,0.0,8.3,1019.3,10.0,89.0,40.0,13.0
2022-12-20 00:00:00,0.0,8.3,1019.3,10.0,89.0,40.0,13.0
2022-12-20 01:00:00,0.0,8.3,1020.2,10.0,89.0,30.0,9.4
2022-12-20 02:00:00,0.0,8.3,1021.3,10.0,89.0,40.0,14.8
2022-12-20 03:00:00,0.0,8.3,1021.9,10.0,89.0,40.0,14.8
2022-12-20 04:00:00,0.0,8.9,1022.1,10.0,93.0,30.0,13.0
2022-12-20 05:00:00,0.0,8.9,1022.1,10.0,93.0,30.0,13.0
2022-12-20 06:00:00,0.0,8.9,1022.4,10.0,93.0,40.0,11.2
2022-12-20 07:00:00,0.0,8.9,1022.3,10.0,93.0,360.0,5.4
2022-12-20 08:00:00,0.0,8.9,1022.6,9.4,97.0,330.0,5.4
2022-12-20 09:00:00,0.0,8.9,1022.9,9.4,97.0,330.0,5.4
2022-12-20 10:00:00,0.0,8.3,1023.6,8.9,96.0,280.0,9.4
2022-12-20 11:00:00,0.0,8.3,1023.6,8.9,96.0,280.0,9.4
2022-12-20 12:00:00,0.0,8.9,1024.3,9.4,97.0,0.0,0.0
2022-12-20 13:00:00,0.0,8.3,1026.0,8.9,96.0,30.0,13.0
2022-12-20 14:00:00,0.0,7.8,1027.4,8.9,93.0,20.0,11.2
2022-12-20 15:00:00,0.0,7.8,1027.4,8.9,93.0,20.0,11.2
2022-12-20 16:00:00,0.0,7.8,1028.1,10.0,86.0,10.0,11.2
2022-12-20 17:00:00,0.0,8.9,1028.3,11.7,83.0,10.0,13.0
2022-12-20 18:00:00,0.0,8.9,1027.6,12.2,80.0,10.0,11.2
2022-12-20 19:00:00,0.0,8.9,1026.5,12.8,77.0,40.0,18.4
2022-12-20 20:00:00,0.0,8.9,1026.1,12.8,77.0,20.0,14.8
2022-12-20 21:00:00,0.0,8.9,1026.1,12.8,77.0,20.0,14.8
2022-12-20 22:00:00,0.0,8.3,1026.4,12.8,74.0,10.0,13.0
2022-12-20 23:00:00,0.0,8.3,1026.6,12.2,77.0,70.0,11.2
2022-12-21 00:00:00,0.0,8.3,1027.4,11.1,83.0,70.0,13.0
2022-12-21 01:00:00,0.0,8.3,1027.4,11.1,83.0,70.0,13.0
2022-12-21 02:00:00,0.0,6.7,1028.4,10.6,77.0,30.0,11.2
