DT,dwpt,prcp,pres,temp,rhum,wdir,wspd
2022-12-26 17:00:00,19.8,0.0,1018.9,20.0,99.0,16.0,5.4
2022-12-26 18:00:00,20.4,0.0,1019.4,20.7,98.0,22.0,4.0
2022-12-26 19:00:00,21.6,0.0,1019.8,23.5,89.0,26.0,3.2
2022-12-26 20:00:00,20.3,0.0,1020.0,25.5,73.0,122.0,3.2
2022-12-26 21:00:00,19.7,0.0,1019.6,26.8,65.0,152.0,6.1
2022-12-26 22:00:00,19.6,0.0,1018.8,27.3,63.0,173.0,8.3
2022-12-26 23:00:00,20.4,0.0,1018.2,27.6,65.0,223.0,7.6
2022-12-27 00:00:00,20.9,0.2,1017.6,27.1,69.0,240.0,9.4
2022-12-27 01:00:00,21.3,0.3,1017.7,26.5,73.0,244.0,8.6
2022-12-27 02:00:00,21.1,0.3,1017.9,26.3,73.0,227.0,5.4
2022-12-27 03:00:00,20.5,0.2,1018.4,25.7,73.0,147.0,6.1
2022-12-27 04:00:00,18.9,0.0,1018.8,23.8,74.0,60.0,8.3
2022-12-27 05:00:00,19.6,0.0,1019.4,22.8,82.0,60.0,7.9
2022-12-27 06:00:00,20.0,0.0,1020.1,22.5,86.0,63.0,8.3
2022-12-27 07:00:00,19.9,0.0,1020.7,22.2,87.0,69.0,8.6
2022-12-27 08:00:00,19.7,0.0,1021.1,22.0,87.0,71.0,9.0
2022-12-27 09:00:00,20.0,0.0,1021.1,21.9,89.0,76.0,10.4
2022-12-27 10:00:00,19.8,0.0,1021.0,22.1,87.0,79.0,12.6
2022-12-27 11:00:00,19.5,0.0,1020.6,22.3,84.0,84.0,13.7
2022-12-27 12:00:00,19.6,0.0,1020.1,22.1,86.0,88.0,13.0
2022-12-27 13:00:00,19.9,0.0,1019.7,21.8,89.0,88.0,10.8
2022-12-27 14:00:00,19.2,0.0,1019.4,21.6,86.0,80.0,9.7
2022-12-27 15:00:00,19.4,0.0,1019.5,21.5,88.0,80.0,9.7
2022-12-27 16:00:00,19.3,0.0,1019.6,21.6,87.0,82.0,10.4
2022-12-27 17:00:00,19.2,0.0,1019.9,21.6,86.0,76.0,10.1
2022-12-27 18:00:00,19.1,0.0,1020.2,22.7,80.0,77.0,12.2
2022-12-27 19:00:00,18.5,0.0,1020.4,24.6,69.0,88.0,15.5
2022-12-27 20:00:00,18.2,0.0,1020.4,25.8,63.0,89.0,16.6
2022-12-27 21:00:00,17.6,0.0,1019.7,26.8,57.0,92.0,16.2
2022-12-27 22:00:00,17.2,0.0,1019.1,27.3,54.0,92.0,17.6
2022-12-27 23:00:00,17.0,0.0,1018.2,27.4,53.0,95.0,18.4
2022-12-28 00:00:00,16.9,0.0,1017.4,27.3,53.0,101.0,16.9
2022-12-28 01:00:00,15.9,0.0,1017.3,26.9,51.0,75.0,10.8
2022-12-28 02:00:00,16.3,0.0,1017.2,26.3,54.0,76.0,7.9
2022-12-28 03:00:00,16.5,0.0,1017.6,25.6,57.0,75.0,7.2
2022-12-28 04:00:00,17.5,0.0,1018.1,24.0,67.0,76.0,9.7
2022-12-28 05:00:00,18.0,0.0,1018.5,23.6,71.0,78.0,10.4
2022-12-28 06:00:00,18.3,0.0,1018.8,23.0,75.0,85.0,11.5
2022-12-28 07:00:00,18.5,0.0,1019.3,23.0,76.0,84.0,13.3
2022-12-28 08:00:00,18.8,0.0,1019.4,22.8,78.0,81.0,13.0
2022-12-28 09:00:00,19.0,0.0,1019.2,22.4,81.0,82.0,11.5
2022-12-28 10:00:00,18.6,0.0,1019.0,22.2,80.0,80.0,10.4
2022-12-28 11:00:00,18.2,0.0,1018.4,22.0,79.0,80.0,10.1
2022-12-28 12:00:00,18.2,0.0,1018.1,22.0,79.0,88.0,12.2
2022-12-28 13:00:00,18.3,0.0,1017.7,21.7,81.0,90.0,11.5
2022-12-28 14:00:00,18.7,0.0,1017.7,21.9,82.0,90.0,12.6
2022-12-28 15:00:00,18.7,0.0,1018.1,21.9,82.0,89.0,11.2
2022-12-28 16:00:00,18.7,0.0,1018.5,21.7,83.0,85.0,10.1
2022-12-28 17:00:00,17.5,0.0,1018.9,21.5,78.0,80.0,9.0
2022-12-28 18:00:00,17.3,0.0,1019.2,22.6,72.0,78.0,10.4
2022-12-28 19:00:00,17.4,0.0,1019.5,24.2,66.0,88.0,14.8
2022-12-28 20:00:00,17.9,0.0,1019.5,24.9,65.0,98.0,15.5
2022-12-28 21:00:00,17.3,0.0,1018.7,26.2,58.0,103.0,16.2
2022-12-28 22:00:00,15.4,0.0,1017.9,27.0,49.0,100.0,11.5
2022-12-28 23:00:00,16.6,0.0,1016.7,26.7,54.0,104.0,15.1
2022-12-29 00:00:00,16.3,0.0,1015.7,26.4,54.0,99.0,13.7
2022-12-29 01:00:00,16.7,0.0,1015.3,26.2,56.0,95.0,11.9
2022-12-29 02:00:00,16.4,0.0,1015.1,26.1,55.0,96.0,6.8
2022-12-29 03:00:00,16.5,0.0,1015.4,25.4,58.0,178.0,2.5
2022-12-29 04:00:00,17.6,0.0,1015.9,23.9,68.0,220.0,4.0
2022-12-29 05:00:00,18.4,0.0,1016.6,22.2,79.0,220.0,3.2
2022-12-29 06:00:00,18.5,0.0,1017.0,22.5,78.0,123.0,2.5
2022-12-29 07:00:00,18.6,0.0,1017.5,21.8,82.0,92.0,3.2
2022-12-29 08:00:00,19.3,0.0,1017.9,21.2,89.0,19.0,2.2
2022-12-29 09:00:00,19.5,0.0,1017.9,20.8,92.0,17.0,2.5
2022-12-29 10:00:00,19.5,0.0,1017.6,20.8,92.0,22.0,1.4
2022-12-29 11:00:00,19.2,0.0,1017.2,20.9,90.0,171.0,1.4
2022-12-29 12:00:00,19.0,0.0,1016.7,21.1,88.0,197.0,1.1
2022-12-29 13:00:00,17.8,0.0,1015.8,19.3,91.0,18.0,4.0
2022-12-29 14:00:00,17.3,0.0,1015.5,18.5,93.0,20.0,4.0
2022-12-29 15:00:00,16.9,0.0,1015.7,18.1,93.0,20.0,4.0
2022-12-29 16:00:00,16.6,0.0,1016.2,17.9,92.0,22.0,4.3
2022-12-29 17:00:00,16.3,0.0,1016.7,17.6,92.0,23.0,4.3
2022-12-29 18:00:00,16.4,0.0,1016.9,20.2,79.0,38.0,4.7
2022-12-29 19:00:00,16.2,0.0,1017.4,23.7,63.0,86.0,5.0
2022-12-29 20:00:00,17.1,0.0,1017.7,24.9,62.0,138.0,7.9
2022-12-29 21:00:00,17.6,0.0,1017.3,25.7,61.0,155.0,9.7
2022-12-29 22:00:00,17.1,0.0,1016.8,26.0,58.0,165.0,10.4
2022-12-29 23:00:00,16.6,0.0,1016.0,26.1,56.0,171.0,10.4
2022-12-30 00:00:00,17.2,0.0,1015.3,26.1,58.0,190.0,10.1
2022-12-30 01:00:00,17.7,0.0,1015.1,25.8,61.0,214.0,10.8
2022-12-30 02:00:00,17.8,0.0,1015.3,25.3,63.0,236.0,10.4
2022-12-30 03:00:00,17.5,0.0,1015.6,24.5,65.0,263.0,9.7
2022-12-30 04:00:00,18.3,0.0,1016.6,23.4,73.0,29.0,2.2
2022-12-30 05:00:00,18.1,0.0,1017.2,22.1,78.0,59.0,4.3
2022-12-30 06:00:00,18.4,0.0,1018.0,21.0,85.0,42.0,5.4
2022-12-30 07:00:00,18.3,0.0,1018.5,20.5,87.0,28.0,4.3
2022-12-30 08:00:00,18.4,0.0,1018.8,20.1,90.0,25.0,4.0
2022-12-30 09:00:00,19.6,0.0,1018.6,20.4,95.0,42.0,4.0
2022-12-30 10:00:00,19.6,0.0,1018.7,20.4,95.0,41.0,3.6
2022-12-30 11:00:00,19.0,0.0,1018.3,19.7,96.0,59.0,3.2
2022-12-30 12:00:00,18.5,0.0,1018.1,19.3,95.0,19.0,4.0
2022-12-30 13:00:00,18.3,0.0,1017.8,19.1,95.0,11.0,4.7
2022-12-30 14:00:00,17.7,0.0,1017.5,18.7,94.0,17.0,5.0
2022-12-30 15:00:00,17.4,0.0,1017.6,18.4,94.0,23.0,5.8
2022-12-30 16:00:00,17.2,0.0,1017.9,18.2,94.0,28.0,6.5
2022-12-30 17:00:00,17.1,0.0,1018.4,18.1,94.0,26.0,6.8
2022-12-30 18:00:00,18.4,0.0,1018.8,20.5,88.0,20.0,6.5
2022-12-30 19:00:00,17.5,0.0,1018.8,23.8,68.0,58.0,3.6
2022-12-30 20:00:00,16.3,0.0,1019.1,25.7,56.0,82.0,11.5
2022-12-30 21:00:00,15.4,0.0,1018.6,26.7,50.0,90.0,13.7
2022-12-30 22:00:00,15.3,0.0,1017.9,27.3,48.0,94.0,13.3
2022-12-30 23:00:00,15.2,0.0,1017.2,27.5,47.0,97.0,13.7
2022-12-31 00:00:00,15.1,0.0,1016.1,27.8,46.0,97.0,12.6
2022-12-31 01:00:00,14.5,0.0,1016.1,27.1,46.0,84.0,14.8
2022-12-31 02:00:00,14.9,0.0,1016.4,26.1,50.0,80.0,15.5
2022-12-31 03:00:00,15.5,0.0,1016.9,24.9,56.0,72.0,15.1
2022-12-31 04:00:00,16.5,0.0,1017.6,23.2,66.0,60.0,10.1
2022-12-31 05:00:00,18.4,0.0,1017.9,22.9,76.0,68.0,10.4
2022-12-31 06:00:00,18.2,0.0,1018.6,22.4,77.0,70.0,10.4
2022-12-31 07:00:00,18.2,0.0,1019.1,22.0,79.0,73.0,9.0
2022-12-31 08:00:00,18.8,0.0,1019.5,21.6,84.0,75.0,8.3
2022-12-31 09:00:00,19.2,0.0,1019.5,21.5,87.0,75.0,8.6
2022-12-31 10:00:00,19.3,0.0,1018.9,21.9,85.0,96.0,11.2
2022-12-31 11:00:00,19.3,0.0,1018.8,21.6,87.0,91.0,10.4
2022-12-31 12:00:00,19.3,0.0,1018.6,21.4,88.0,80.0,9.4
2022-12-31 13:00:00,19.2,0.0,1018.4,21.1,89.0,72.0,8.6
2022-12-31 14:00:00,19.2,0.0,1018.1,20.7,91.0,67.0,7.2
2022-12-31 15:00:00,19.0,0.0,1018.2,20.3,92.0,60.0,5.8
2022-12-31 16:00:00,18.8,0.0,1018.3,20.1,92.0,51.0,6.1
2022-12-31 17:00:00,18.7,0.0,1018.8,20.0,92.0,42.0,6.5
2022-12-31 18:00:00,19.1,0.0,1019.2,21.4,87.0,42.0,9.0
2022-12-31 19:00:00,19.4,0.0,1019.7,23.7,77.0,60.0,7.9
2022-12-31 20:00:00,18.7,0.0,1019.6,25.5,66.0,97.0,7.2
2022-12-31 21:00:00,17.4,0.0,1019.0,26.9,56.0,128.0,5.0
2022-12-31 22:00:00,17.3,0.0,1018.2,27.4,54.0,175.0,5.8
2022-12-31 23:00:00,18.5,0.0,1017.3,26.9,60.0,218.0,6.1
2023-01-01 00:00:00,19.1,0.2,1016.4,25.9,66.0,238.0,7.2
2023-01-01 01:00:00,18.8,0.2,1016.2,25.6,66.0,247.0,7.6
2023-01-01 02:00:00,18.9,0.0,1016.5,25.2,68.0,244.0,9.7
2023-01-01 03:00:00,19.0,0.0,1017.0,24.4,72.0,250.0,8.6
2023-01-01 04:00:00,19.1,0.0,1017.8,23.4,77.0,261.0,3.6
2023-01-01 05:00:00,20.0,0.0,1018.5,22.5,86.0,331.0,1.1
2023-01-01 06:00:00,19.7,0.0,1018.9,22.5,84.0,48.0,3.6
2023-01-01 07:00:00,19.3,0.0,1018.9,20.5,93.0,42.0,6.1
2023-01-01 08:00:00,19.4,0.0,1019.3,20.2,95.0,47.0,6.5
2023-01-01 09:00:00,19.2,0.0,1019.4,20.0,95.0,49.0,7.6
2023-01-01 10:00:00,19.3,0.0,1019.0,20.1,95.0,54.0,7.6
2023-01-01 11:00:00,19.4,0.0,1018.7,20.2,95.0,57.0,6.5
2023-01-01 12:00:00,18.9,0.0,1018.4,19.7,95.0,34.0,6.1
2023-01-01 13:00:00,18.6,0.0,1018.1,19.3,96.0,32.0,6.1
2023-01-01 14:00:00,18.7,0.0,1018.1,19.2,97.0,34.0,5.8
2023-01-01 15:00:00,18.9,0.0,1018.2,19.2,98.0,30.0,4.7
2023-01-01 16:00:00,18.8,0.0,1018.6,19.0,99.0,28.0,5.0
2023-01-01 17:00:00,18.6,0.0,1019.3,18.8,99.0,26.0,5.0
2023-01-01 18:00:00,19.2,0.0,1019.8,19.5,98.0,29.0,5.8
2023-01-01 19:00:00,21.1,0.0,1020.3,22.3,93.0,35.0,5.0
2023-01-01 20:00:00,20.1,0.0,1020.5,24.8,75.0,87.0,5.4
2023-01-01 21:00:00,19.5,0.2,1020.1,25.6,69.0,107.0,6.1
2023-01-01 22:00:00,18.2,0.0,1018.7,26.6,60.0,131.0,10.4
2023-01-01 23:00:00,18.8,0.0,1017.7,26.4,63.0,140.0,7.6
2023-01-02 00:00:00,19.0,0.0,1017.0,26.1,65.0,169.0,4.0
2023-01-02 01:00:00,19.4,0.1,1016.7,25.7,68.0,198.0,3.6
2023-01-02 02:00:00,19.2,0.0,1016.9,25.5,68.0,201.0,3.6
2023-01-02 03:00:00,19.7,0.0,1017.5,24.2,76.0,12.0,4.0
2023-01-02 04:00:00,20.1,0.1,1018.1,23.5,81.0,14.0,2.9
2023-01-02 05:00:00,20.3,0.0,1018.7,22.8,86.0,21.0,3.6
2023-01-02 06:00:00,19.9,0.0,1019.2,22.4,86.0,52.0,5.4
2023-01-02 07:00:00,19.8,0.0,1019.5,21.3,91.0,50.0,5.8
2023-01-02 08:00:00,19.8,0.0,1019.5,22.3,86.0,76.0,7.6
2023-01-02 09:00:00,19.6,0.0,1019.4,21.1,91.0,58.0,6.1
2023-01-02 10:00:00,19.3,0.0,1019.0,20.5,93.0,55.0,6.8
2023-01-02 11:00:00,19.4,0.0,1018.5,20.7,92.0,52.0,6.5
2023-01-02 12:00:00,19.5,0.0,1018.3,20.7,93.0,61.0,6.8
2023-01-02 13:00:00,19.7,0.0,1017.6,20.9,93.0,73.0,7.9
2023-01-02 14:00:00,19.9,0.0,1017.5,21.1,93.0,75.0,7.9
2023-01-02 15:00:00,19.8,0.0,1017.7,21.0,93.0,63.0,7.2
2023-01-02 16:00:00,19.9,0.0,1018.1,20.9,94.0,52.0,6.1
2023-01-02 17:00:00,19.6,0.0,1018.8,20.6,94.0,53.0,6.1
2023-01-02 18:00:00,20.1,0.0,1019.0,22.0,89.0,96.0,11.2
2023-01-02 19:00:00,19.7,0.0,1019.2,23.6,79.0,108.0,14.0
2023-01-02 20:00:00,19.2,0.0,1019.2,25.1,70.0,114.0,14.4
2023-01-02 21:00:00,18.6,0.0,1019.1,26.2,63.0,120.0,15.1
2023-01-02 22:00:00,18.3,0.0,1018.2,26.7,60.0,135.0,14.4
2023-01-02 23:00:00,17.9,0.0,1016.9,26.9,58.0,122.0,12.2
2023-01-03 00:00:00,18.0,0.0,1016.0,27.0,58.0,128.0,11.2
2023-01-03 01:00:00,17.8,0.0,1015.6,27.0,57.0,144.0,10.4
2023-01-03 02:00:00,19.2,0.0,1015.8,26.0,66.0,168.0,9.0
2023-01-03 03:00:00,19.9,0.0,1016.1,24.8,74.0,177.0,6.1
2023-01-03 04:00:00,19.7,0.1,1016.5,22.7,83.0,294.0,5.0
2023-01-03 05:00:00,20.0,0.0,1017.3,21.7,90.0,332.0,5.4
2023-01-03 06:00:00,19.8,0.0,1017.8,21.2,92.0,337.0,5.8
2023-01-03 07:00:00,19.7,0.0,1018.3,20.9,93.0,341.0,5.8
2023-01-03 08:00:00,19.4,0.0,1018.4,20.4,94.0,351.0,5.4
2023-01-03 09:00:00,19.9,0.0,1018.1,21.3,92.0,342.0,6.5
2023-01-03 10:00:00,19.8,0.0,1017.8,21.2,92.0,338.0,6.8
2023-01-03 11:00:00,19.9,0.0,1017.6,21.1,93.0,336.0,7.2
2023-01-03 12:00:00,19.9,0.0,1017.0,21.1,93.0,336.0,7.6
2023-01-03 13:00:00,19.7,0.0,1016.6,20.9,93.0,335.0,7.6
2023-01-03 14:00:00,19.6,0.0,1016.5,20.6,94.0,337.0,6.8
2023-01-03 15:00:00,19.7,0.0,1016.6,20.7,94.0,338.0,7.6
2023-01-03 16:00:00,19.9,0.0,1016.9,20.7,95.0,342.0,7.6
2023-01-03 17:00:00,19.8,0.0,1017.3,20.8,94.0,347.0,7.6
2023-01-03 18:00:00,20.0,0.0,1017.9,21.7,90.0,352.0,10.8
2023-01-03 19:00:00,19.3,0.0,1018.3,23.4,78.0,348.0,11.2
2023-01-03 20:00:00,18.4,0.0,1018.6,25.2,66.0,347.0,11.5
2023-01-03 21:00:00,17.5,0.0,1018.2,26.4,58.0,337.0,9.7
2023-01-03 22:00:00,16.6,0.0,1017.3,27.3,52.0,331.0,9.4
2023-01-03 23:00:00,16.6,0.0,1016.2,27.6,51.0,338.0,10.8
2023-01-04 00:00:00,16.2,0.0,1015.4,27.2,51.0,353.0,14.0
2023-01-04 01:00:00,16.5,0.0,1015.1,26.9,53.0,6.0,13.7
2023-01-04 02:00:00,16.8,0.0,1015.2,26.3,56.0,11.0,13.0
2023-01-04 03:00:00,16.9,0.0,1015.6,25.2,60.0,11.0,11.9
2023-01-04 04:00:00,17.9,0.0,1016.0,23.9,69.0,11.0,8.3
2023-01-04 05:00:00,18.3,0.0,1016.4,22.3,78.0,22.0,6.1
2023-01-04 06:00:00,18.9,0.0,1017.1,21.7,84.0,29.0,6.8
2023-01-04 07:00:00,19.0,0.0,1017.6,22.0,83.0,38.0,6.5
2023-01-04 08:00:00,19.5,0.0,1017.7,21.9,86.0,41.0,6.5
2023-01-04 09:00:00,19.8,0.0,1017.7,21.3,91.0,32.0,6.8
2023-01-04 10:00:00,19.2,0.0,1017.3,21.1,89.0,52.0,6.8
2023-01-04 11:00:00,19.4,0.0,1017.2,20.9,91.0,40.0,6.5
2023-01-04 12:00:00,19.6,0.0,1016.9,21.1,91.0,22.0,5.4
2023-01-04 13:00:00,19.4,0.0,1016.5,20.4,94.0,24.0,6.5
2023-01-04 14:00:00,19.5,0.0,1016.3,20.7,93.0,41.0,5.8
2023-01-04 15:00:00,19.4,0.0,1016.1,20.2,95.0,42.0,6.8
2023-01-04 16:00:00,19.2,0.0,1015.9,20.4,93.0,48.0,6.5
2023-01-04 17:00:00,19.4,0.0,1016.5,20.4,94.0,53.0,6.1
2023-01-04 18:00:00,19.4,0.0,1017.2,21.7,87.0,63.0,7.9
2023-01-04 19:00:00,19.5,0.0,1017.8,23.3,79.0,68.0,7.9
2023-01-04 20:00:00,19.3,0.0,1018.3,24.9,71.0,89.0,7.2
2023-01-04 21:00:00,19.3,0.2,1018.0,25.4,69.0,118.0,5.4
2023-01-04 22:00:00,19.6,0.5,1017.5,25.2,71.0,118.0,3.2
2023-01-04 23:00:00,19.7,0.5,1016.6,25.1,72.0,179.0,2.2
2023-01-05 00:00:00,19.6,0.8,1015.6,24.5,74.0,228.0,2.9
2023-01-05 01:00:00,19.5,0.4,1015.2,24.0,76.0,138.0,0.7
2023-01-05 02:00:00,18.6,0.3,1015.1,23.3,75.0,43.0,12.2
2023-01-05 03:00:00,18.5,0.0,1015.2,23.0,76.0,50.0,13.0
2023-01-05 04:00:00,18.6,0.0,1015.7,22.4,79.0,50.0,11.5
2023-01-05 05:00:00,19.1,0.0,1016.3,21.5,86.0,42.0,9.0
2023-01-05 06:00:00,19.2,0.0,1017.1,20.9,90.0,31.0,8.3
2023-01-05 07:00:00,19.3,0.0,1018.0,20.8,91.0,29.0,7.9
2023-01-05 08:00:00,19.3,0.0,1018.5,20.6,92.0,34.0,7.9
2023-01-05 09:00:00,19.1,0.0,1018.5,20.4,92.0,48.0,7.9
2023-01-05 10:00:00,18.8,0.0,1018.1,20.0,93.0,55.0,7.9
2023-01-05 11:00:00,19.5,0.0,1017.8,20.8,92.0,46.0,6.1
2023-01-05 12:00:00,19.4,0.0,1017.5,20.4,94.0,47.0,6.5
2023-01-05 13:00:00,19.4,0.0,1017.1,20.4,94.0,33.0,5.4
2023-01-05 14:00:00,19.3,0.0,1017.1,20.1,95.0,12.0,5.4
2023-01-05 15:00:00,19.0,0.0,1017.2,19.7,96.0,14.0,5.8
2023-01-05 16:00:00,19.4,0.0,1017.5,19.9,97.0,25.0,5.0
2023-01-05 17:00:00,19.1,0.0,1018.1,19.4,98.0,33.0,5.8
2023-01-05 18:00:00,19.6,0.0,1018.7,20.3,96.0,34.0,6.5
2023-01-05 19:00:00,19.9,0.0,1019.5,22.6,85.0,46.0,5.4
2023-01-05 20:00:00,19.3,0.0,1019.6,24.9,71.0,78.0,6.8
2023-01-05 21:00:00,18.7,0.0,1019.4,26.3,63.0,110.0,6.5
2023-01-05 22:00:00,19.3,0.0,1018.4,26.1,66.0,169.0,6.5
2023-01-05 23:00:00,19.8,0.0,1017.6,25.9,69.0,201.0,7.9
2023-01-06 00:00:00,20.2,0.1,1017.0,25.4,73.0,228.0,9.7
2023-01-06 01:00:00,20.3,0.0,1016.9,24.8,76.0,239.0,9.4
2023-01-06 02:00:00,20.1,0.0,1017.0,24.8,75.0,233.0,8.3
2023-01-06 03:00:00,20.5,0.1,1017.8,24.4,79.0,229.0,6.1
2023-01-06 04:00:00,20.4,0.2,1018.2,23.5,83.0,191.0,1.1
2023-01-06 05:00:00,20.6,0.0,1018.8,22.9,87.0,85.0,2.5
2023-01-06 06:00:00,20.3,0.0,1019.6,22.2,89.0,60.0,6.1
2023-01-06 07:00:00,20.2,0.0,1020.3,21.4,93.0,48.0,5.4
2023-01-06 08:00:00,19.8,0.0,1020.7,20.5,96.0,30.0,5.8
2023-01-06 09:00:00,19.8,0.0,1020.8,20.5,96.0,27.0,5.4
2023-01-06 10:00:00,19.7,0.0,1020.4,20.2,97.0,28.0,5.4
2023-01-06 11:00:00,19.5,0.0,1020.0,20.0,97.0,34.0,5.4
2023-01-06 12:00:00,19.5,0.0,1019.8,19.7,99.0,30.0,4.3
2023-01-06 13:00:00,20.1,0.0,1019.3,20.3,99.0,41.0,5.4
2023-01-06 14:00:00,19.8,0.0,1019.3,20.0,99.0,44.0,5.4
2023-01-06 15:00:00,20.0,0.0,1019.3,20.2,99.0,41.0,5.4
2023-01-06 16:00:00,20.0,0.0,1019.9,20.2,99.0,46.0,6.5
2023-01-06 17:00:00,20.1,0.0,1020.4,20.3,99.0,55.0,6.8
2023-01-06 18:00:00,20.4,0.0,1020.9,21.6,93.0,60.0,9.0
2023-01-06 19:00:00,20.4,0.0,1021.3,23.5,83.0,77.0,9.4
2023-01-06 20:00:00,19.6,0.0,1021.6,25.7,69.0,98.0,13.0
2023-01-06 21:00:00,18.8,0.0,1021.2,27.0,61.0,110.0,13.7
2023-01-06 22:00:00,18.4,0.0,1020.6,27.7,57.0,116.0,12.6
2023-01-06 23:00:00,17.4,0.0,1019.9,27.9,53.0,112.0,8.3
2023-01-07 00:00:00,17.1,0.0,1019.2,27.9,52.0,99.0,6.1
2023-01-07 01:00:00,16.9,0.0,1018.9,27.3,53.0,71.0,6.1
2023-01-07 02:00:00,17.0,0.0,1019.1,26.5,56.0,67.0,6.1
2023-01-07 03:00:00,16.9,0.0,1019.5,25.5,59.0,76.0,7.6
2023-01-07 04:00:00,19.2,0.0,1019.7,24.1,74.0,92.0,4.0
2023-01-07 05:00:00,19.3,0.0,1020.5,22.1,84.0,74.0,6.8
2023-01-07 06:00:00,19.0,0.0,1021.2,21.3,87.0,49.0,6.1
2023-01-07 07:00:00,19.0,0.0,1021.9,20.7,90.0,38.0,6.5
2023-01-07 08:00:00,19.1,0.0,1022.4,20.8,90.0,34.0,5.8
2023-01-07 09:00:00,20.1,0.0,1022.3,20.9,95.0,62.0,6.5
2023-01-07 10:00:00,19.7,0.0,1022.0,20.5,95.0,65.0,6.5
2023-01-07 11:00:00,19.4,0.0,1021.6,20.2,95.0,68.0,6.1
2023-01-07 12:00:00,19.0,0.0,1021.1,19.7,96.0,58.0,6.8
2023-01-07 13:00:00,19.0,0.0,1020.7,19.7,96.0,30.0,6.1
2023-01-07 14:00:00,19.2,0.0,1020.4,19.7,97.0,23.0,5.8
2023-01-07 15:00:00,19.9,0.0,1020.3,20.4,97.0,28.0,5.0
2023-01-07 16:00:00,19.7,0.0,1020.5,20.4,96.0,53.0,5.4
2023-01-07 17:00:00,19.0,0.0,1021.0,19.7,96.0,64.0,6.5
2023-01-07 18:00:00,20.1,0.0,1021.5,21.1,94.0,59.0,6.5
2023-01-07 19:00:00,19.8,0.0,1022.1,22.3,86.0,56.0,6.1
2023-01-07 20:00:00,18.5,0.0,1022.0,25.1,67.0,81.0,10.8
2023-01-07 21:00:00,17.7,0.0,1021.5,26.4,59.0,92.0,10.8
2023-01-07 22:00:00,17.7,0.0,1020.7,27.2,56.0,101.0,9.0
2023-01-07 23:00:00,17.3,0.0,1019.5,27.7,53.0,116.0,6.5
2023-01-08 00:00:00,17.3,0.0,1018.5,27.8,53.0,142.0,4.0
2023-01-08 01:00:00,17.8,0.0,1018.2,27.4,56.0,175.0,3.2
2023-01-08 02:00:00,18.6,0.0,1018.4,26.7,61.0,192.0,3.6
2023-01-08 03:00:00,18.5,0.0,1018.9,25.6,65.0,184.0,4.0
2023-01-08 04:00:00,18.9,0.0,1019.5,23.8,74.0,148.0,2.2
2023-01-08 05:00:00,19.2,0.0,1020.0,22.4,82.0,142.0,4.0
2023-01-08 06:00:00,19.3,0.0,1020.4,21.2,89.0,96.0,4.7
2023-01-08 07:00:00,19.2,0.0,1021.0,20.4,93.0,64.0,4.3
2023-01-08 08:00:00,18.9,0.0,1021.2,19.9,94.0,48.0,4.0
2023-01-08 09:00:00,18.5,0.0,1021.3,19.3,95.0,32.0,4.0
2023-01-08 10:00:00,19.0,0.0,1021.1,20.0,94.0,6.0,5.8
2023-01-08 11:00:00,18.9,0.0,1020.7,19.7,95.0,8.0,5.8
2023-01-08 12:00:00,18.5,0.0,1020.1,19.2,96.0,10.0,6.1
2023-01-08 13:00:00,18.4,0.0,1019.6,18.9,97.0,16.0,6.1
2023-01-08 14:00:00,18.1,0.0,1019.5,18.6,97.0,10.0,7.2
2023-01-08 15:00:00,18.5,0.0,1019.6,19.0,97.0,10.0,6.1
2023-01-08 16:00:00,18.3,0.0,1020.0,19.0,96.0,18.0,6.5
2023-01-08 17:00:00,18.7,0.0,1020.5,19.5,95.0,26.0,5.8
2023-01-08 18:00:00,19.8,0.0,1021.2,20.6,95.0,12.0,4.3
2023-01-08 19:00:00,19.4,0.0,1021.9,22.8,81.0,14.0,5.4
2023-01-08 20:00:00,18.7,0.0,1022.0,24.8,69.0,27.0,4.7
2023-01-08 21:00:00,18.3,0.0,1021.1,26.4,61.0,125.0,0.4
2023-01-08 22:00:00,18.3,0.0,1020.2,27.3,58.0,239.0,2.9
2023-01-08 23:00:00,18.1,0.0,1019.4,27.7,56.0,248.0,4.7
2023-01-09 00:00:00,18.2,0.0,1018.4,27.5,57.0,268.0,2.2
2023-01-09 01:00:00,17.9,0.0,1018.0,27.5,56.0,81.0,1.8
2023-01-09 02:00:00,17.0,0.0,1018.5,26.2,57.0,43.0,10.1
2023-01-09 03:00:00,16.6,0.0,1018.9,24.9,60.0,41.0,11.2
2023-01-09 04:00:00,16.7,0.0,1019.3,23.4,66.0,41.0,9.7
2023-01-09 05:00:00,17.4,0.0,1019.9,21.6,77.0,53.0,6.8
2023-01-09 06:00:00,17.7,0.0,1020.6,20.3,85.0,57.0,6.8
2023-01-09 07:00:00,18.1,0.0,1020.7,20.3,87.0,64.0,6.8
2023-01-09 08:00:00,18.0,0.0,1020.9,19.7,90.0,72.0,6.5
2023-01-09 09:00:00,18.1,0.0,1020.9,19.4,92.0,53.0,5.8
2023-01-09 10:00:00,18.1,0.0,1020.6,19.3,93.0,38.0,5.8
2023-01-09 11:00:00,18.3,0.0,1020.1,19.8,91.0,41.0,5.4
2023-01-09 12:00:00,18.0,0.0,1019.6,19.0,94.0,66.0,6.5
